,amount,transaction_hour,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,merchant_category_Clothing,merchant_category_Electronics,merchant_category_Food,merchant_category_Grocery,merchant_category_Travel,is_fraud
8421,52.66,9,0,0,93,2,67,0.0,0.0,1.0,0.0,0.0,0
8422,46.59,0,0,0,40,1,31,0.0,1.0,0.0,0.0,0.0,0
8423,2.09,11,0,0,80,5,20,0.0,1.0,0.0,0.0,0.0,0
8424,25.14,10,0,0,65,4,37,0.0,0.0,0.0,0.0,1.0,0
8425,66.6,16,0,0,32,4,55,1.0,0.0,0.0,0.0,0.0,0
8426,22.37,3,0,0,78,1,52,0.0,0.0,0.0,1.0,0.0,0
8427,766.55,22,0,0,29,0,41,0.0,0.0,0.0,0.0,1.0,0
8428,66.44,6,0,0,33,0,42,0.0,0.0,0.0,1.0,0.0,0
8429,25.13,11,1,0,90,2,19,0.0,0.0,0.0,0.0,1.0,0
8430,39.96,12,0,0,95,3,28,0.0,0.0,0.0,1.0,0.0,0
8431,159.48,4,0,0,54,2,29,0.0,0.0,0.0,0.0,1.0,0
8432,11.91,5,0,0,89,2,33,1.0,0.0,0.0,0.0,0.0,0
8433,357.06,1,0,1,54,3,40,0.0,0.0,0.0,1.0,0.0,0
8434,586.28,20,0,0,71,2,62,0.0,0.0,1.0,0.0,0.0,0
8435,51.0,6,0,0,55,3,33,1.0,0.0,0.0,0.0,0.0,0
8436,107.64,13,0,0,84,3,68,0.0,0.0,0.0,0.0,1.0,0
8437,4.03,21,0,0,99,0,51,0.0,0.0,0.0,1.0,0.0,0
8438,184.25,13,0,0,33,2,47,0.0,1.0,0.0,0.0,0.0,0
8439,96.18,9,0,0,78,2,26,1.0,0.0,0.0,0.0,0.0,0
8440,56.66,3,0,0,85,3,40,0.0,0.0,0.0,1.0,0.0,0
8441,41.71,2,0,0,88,3,21,1.0,0.0,0.0,0.0,0.0,0
8442,191.05,22,0,1,30,4,60,0.0,0.0,0.0,1.0,0.0,0
8443,96.88,13,1,0,69,2,45,0.0,1.0,0.0,0.0,0.0,0
8444,35.65,5,0,0,89,1,59,0.0,0.0,1.0,0.0,0.0,0
8445,210.3,22,0,0,61,5,24,0.0,1.0,0.0,0.0,0.0,0
8446,149.86,14,0,0,97,6,42,0.0,0.0,0.0,0.0,1.0,0
8447,352.2,7,0,1,41,4,54,1.0,0.0,0.0,0.0,0.0,0
8448,22.49,4,0,0,49,3,65,0.0,0.0,1.0,0.0,0.0,0
8449,277.24,2,0,0,74,1,24,1.0,0.0,0.0,0.0,0.0,0
8450,201.49,2,0,1,95,1,66,0.0,0.0,0.0,1.0,0.0,0
8451,21.99,12,0,0,55,1,38,0.0,0.0,0.0,0.0,1.0,0
8452,213.63,1,0,1,56,3,60,0.0,0.0,0.0,0.0,1.0,0
8453,104.87,23,0,0,72,1,57,1.0,0.0,0.0,0.0,0.0,0
8454,522.03,0,0,0,41,2,51,0.0,0.0,0.0,0.0,1.0,0
8455,27.49,11,0,0,85,3,57,1.0,0.0,0.0,0.0,0.0,0
8456,185.32,7,0,0,81,3,65,0.0,0.0,0.0,1.0,0.0,0
8457,86.62,18,0,0,81,1,54,0.0,0.0,0.0,1.0,0.0,0
8458,565.61,8,1,0,94,1,25,1.0,0.0,0.0,0.0,0.0,0
8459,72.08,13,0,0,57,3,19,0.0,1.0,0.0,0.0,0.0,0
8460,589.51,17,0,0,43,2,38,0.0,1.0,0.0,0.0,0.0,0
8461,417.16,9,0,0,39,1,37,0.0,0.0,0.0,1.0,0.0,0
8462,56.74,8,0,0,59,2,30,0.0,0.0,1.0,0.0,0.0,0
8463,292.91,5,0,0,73,5,29,0.0,1.0,0.0,0.0,0.0,0
8464,976.88,0,0,0,60,2,20,1.0,0.0,0.0,0.0,0.0,0
8465,52.42,4,0,0,78,3,20,0.0,0.0,0.0,1.0,0.0,0
8466,103.33,9,0,0,60,6,19,0.0,0.0,0.0,0.0,1.0,0
8467,132.18,12,1,0,77,2,63,0.0,0.0,0.0,0.0,1.0,0
8468,62.9,21,0,0,84,0,31,0.0,1.0,0.0,0.0,0.0,0
8469,2.77,22,0,0,98,4,20,0.0,0.0,1.0,0.0,0.0,0
8470,44.75,3,0,0,68,1,45,0.0,1.0,0.0,0.0,0.0,0
8471,59.62,0,1,0,57,3,25,0.0,0.0,1.0,0.0,0.0,0
8472,105.53,20,0,0,68,2,47,0.0,1.0,0.0,0.0,0.0,0
8473,33.78,1,0,0,79,1,28,0.0,0.0,0.0,0.0,1.0,0
8474,371.8,23,0,1,98,1,32,0.0,0.0,1.0,0.0,0.0,0
8475,219.69,3,0,0,68,0,34,0.0,0.0,0.0,0.0,1.0,0
8476,16.03,16,0,0,75,1,64,1.0,0.0,0.0,0.0,0.0,0
8477,189.02,9,0,0,75,3,27,1.0,0.0,0.0,0.0,0.0,0
8478,190.86,22,0,0,31,1,56,0.0,0.0,0.0,1.0,0.0,0
8479,563.15,11,0,0,25,5,47,0.0,0.0,0.0,0.0,1.0,0
8480,0.54,1,0,0,37,2,65,0.0,0.0,0.0,0.0,1.0,0
8481,51.29,2,0,0,97,1,33,0.0,0.0,0.0,1.0,0.0,0
8482,473.08,13,0,0,72,1,35,1.0,0.0,0.0,0.0,0.0,0
8483,484.24,14,0,0,71,4,47,1.0,0.0,0.0,0.0,0.0,0
8484,229.51,12,0,0,71,2,18,0.0,0.0,1.0,0.0,0.0,0
8485,261.26,8,0,1,34,3,64,0.0,0.0,1.0,0.0,0.0,0
8486,17.27,1,0,0,50,5,56,1.0,0.0,0.0,0.0,0.0,0
8487,129.83,18,1,0,74,2,57,0.0,1.0,0.0,0.0,0.0,0
8488,47.42,15,0,0,71,0,62,0.0,0.0,0.0,0.0,1.0,0
8489,35.99,10,0,0,68,2,18,0.0,0.0,1.0,0.0,0.0,0
8490,299.22,11,0,1,25,0,53,0.0,1.0,0.0,0.0,0.0,0
8491,26.11,0,0,1,87,0,52,0.0,0.0,1.0,0.0,0.0,0
8492,113.82,1,0,0,41,5,42,0.0,0.0,0.0,1.0,0.0,0
8493,502.2,15,0,0,41,1,61,0.0,0.0,0.0,0.0,1.0,0
8494,37.01,1,0,0,63,2,66,0.0,0.0,1.0,0.0,0.0,0
8495,686.95,18,0,0,67,4,36,1.0,0.0,0.0,0.0,0.0,0
8496,929.73,9,0,0,65,5,67,0.0,0.0,0.0,1.0,0.0,0
8497,145.99,18,0,1,39,4,50,0.0,0.0,0.0,1.0,0.0,0
8498,33.57,9,0,0,25,2,23,1.0,0.0,0.0,0.0,0.0,0
8499,68.39,15,0,0,82,0,55,0.0,0.0,0.0,1.0,0.0,0
8500,99.45,12,0,0,78,0,42,0.0,0.0,0.0,0.0,1.0,0
8501,66.62,15,1,0,99,0,47,0.0,0.0,1.0,0.0,0.0,0
8502,59.29,17,1,1,29,4,44,0.0,0.0,0.0,1.0,0.0,1
8503,645.08,23,0,0,86,1,64,0.0,0.0,0.0,0.0,1.0,0
8504,29.97,7,0,0,95,2,35,1.0,0.0,0.0,0.0,0.0,0
8505,237.91,23,0,0,70,1,28,0.0,0.0,1.0,0.0,0.0,0
8506,0.07,17,0,0,89,4,42,1.0,0.0,0.0,0.0,0.0,0
8507,163.22,12,0,0,52,2,39,0.0,0.0,1.0,0.0,0.0,0
8508,445.73,6,0,0,65,3,46,0.0,0.0,0.0,1.0,0.0,0
8509,61.13,20,0,1,47,1,42,0.0,0.0,0.0,1.0,0.0,0
8510,36.94,22,1,0,56,3,40,0.0,0.0,1.0,0.0,0.0,0
8511,189.83,23,0,0,82,1,27,0.0,0.0,0.0,0.0,1.0,0
8512,224.44,17,0,0,63,1,48,0.0,0.0,0.0,0.0,1.0,0
8513,209.67,5,1,0,57,2,56,0.0,0.0,0.0,0.0,1.0,0
8514,69.24,8,0,0,82,0,63,0.0,1.0,0.0,0.0,0.0,0
8515,52.31,5,1,0,56,2,41,0.0,0.0,0.0,0.0,1.0,0
8516,561.91,17,0,0,74,5,42,0.0,0.0,0.0,1.0,0.0,0
8517,462.21,16,0,0,75,0,65,0.0,1.0,0.0,0.0,0.0,0
8518,110.02,11,0,1,43,1,23,0.0,0.0,0.0,0.0,1.0,0
8519,336.97,2,0,0,27,2,62,0.0,0.0,0.0,1.0,0.0,0
8520,108.37,4,0,0,41,2,43,0.0,1.0,0.0,0.0,0.0,0
8521,99.42,6,0,0,67,1,40,0.0,0.0,0.0,1.0,0.0,0
8522,30.69,9,0,0,53,1,35,0.0,0.0,1.0,0.0,0.0,0
8523,100.05,9,0,0,68,4,50,0.0,0.0,0.0,1.0,0.0,0
8524,138.77,18,0,1,76,1,28,0.0,1.0,0.0,0.0,0.0,0
8525,4.1,3,0,0,52,2,21,0.0,0.0,0.0,0.0,1.0,0
8526,105.69,9,1,0,58,0,59,0.0,1.0,0.0,0.0,0.0,0
8527,273.66,17,0,0,78,5,47,0.0,0.0,0.0,0.0,1.0,0
8528,205.12,2,0,0,26,5,45,0.0,0.0,0.0,0.0,1.0,1
8529,181.49,20,0,0,41,4,20,1.0,0.0,0.0,0.0,0.0,0
8530,432.54,2,0,0,42,2,64,0.0,0.0,1.0,0.0,0.0,0
8531,3.28,4,1,0,52,4,37,1.0,0.0,0.0,0.0,0.0,0
8532,146.57,15,0,0,52,1,45,0.0,1.0,0.0,0.0,0.0,0
8533,278.66,19,1,0,76,0,54,1.0,0.0,0.0,0.0,0.0,0
8534,140.3,12,1,0,40,1,65,0.0,0.0,0.0,0.0,1.0,0
8535,70.45,10,0,0,57,2,27,0.0,1.0,0.0,0.0,0.0,0
8536,26.37,12,0,0,29,0,65,1.0,0.0,0.0,0.0,0.0,0
8537,393.37,18,0,0,69,5,64,0.0,0.0,0.0,1.0,0.0,0
8538,114.54,5,0,0,61,2,37,0.0,0.0,1.0,0.0,0.0,0
8539,378.84,23,0,0,76,2,53,0.0,0.0,0.0,1.0,0.0,0
8540,158.68,12,1,0,88,0,30,0.0,1.0,0.0,0.0,0.0,0
8541,201.86,3,0,1,86,3,35,1.0,0.0,0.0,0.0,0.0,0
8542,293.58,21,0,0,29,1,66,0.0,0.0,0.0,0.0,1.0,0
8543,193.74,4,0,0,35,4,41,1.0,0.0,0.0,0.0,0.0,0
8544,91.37,18,0,0,27,3,47,0.0,1.0,0.0,0.0,0.0,0
8545,129.74,4,0,0,75,4,33,0.0,1.0,0.0,0.0,0.0,0
8546,292.46,20,0,0,84,2,28,0.0,1.0,0.0,0.0,0.0,0
8547,84.21,13,0,0,90,1,56,0.0,1.0,0.0,0.0,0.0,0
8548,88.42,3,0,0,81,6,45,1.0,0.0,0.0,0.0,0.0,0
8549,18.1,11,0,0,41,1,19,0.0,0.0,0.0,1.0,0.0,0
8550,442.84,5,1,0,27,3,68,0.0,0.0,0.0,0.0,1.0,0
8551,17.18,18,0,0,27,0,32,0.0,0.0,0.0,0.0,1.0,0
8552,188.05,9,0,1,64,2,50,0.0,0.0,1.0,0.0,0.0,0
8553,95.95,0,0,1,87,2,44,0.0,1.0,0.0,0.0,0.0,0
8554,93.64,22,1,0,75,0,39,0.0,1.0,0.0,0.0,0.0,0
8555,204.85,22,0,0,25,2,47,0.0,1.0,0.0,0.0,0.0,0
8556,12.5,15,0,0,75,3,37,0.0,0.0,0.0,1.0,0.0,0
8557,162.12,3,0,0,28,0,41,0.0,1.0,0.0,0.0,0.0,0
8558,266.14,8,1,0,28,5,68,0.0,0.0,1.0,0.0,0.0,1
8559,317.07,17,0,0,71,4,66,0.0,0.0,1.0,0.0,0.0,0
8560,33.65,16,0,0,63,0,18,0.0,0.0,0.0,1.0,0.0,0
8561,409.88,14,0,0,73,3,55,0.0,1.0,0.0,0.0,0.0,0
8562,192.16,18,0,0,81,0,56,1.0,0.0,0.0,0.0,0.0,0
8563,384.45,6,0,0,63,2,63,1.0,0.0,0.0,0.0,0.0,0
8564,119.54,17,0,0,92,1,41,0.0,0.0,0.0,0.0,1.0,0
8565,140.57,5,0,0,41,2,18,0.0,0.0,0.0,1.0,0.0,0
8566,452.48,18,0,0,39,3,32,1.0,0.0,0.0,0.0,0.0,0
8567,414.3,20,0,0,52,3,33,0.0,0.0,0.0,0.0,1.0,0
8568,107.01,11,0,1,40,2,22,0.0,0.0,1.0,0.0,0.0,0
8569,57.74,2,0,0,30,0,22,0.0,0.0,0.0,0.0,1.0,0
8570,89.91,0,0,0,56,1,39,0.0,1.0,0.0,0.0,0.0,0
8571,88.31,4,0,0,49,0,68,0.0,1.0,0.0,0.0,0.0,0
8572,60.86,0,0,0,63,1,28,0.0,0.0,1.0,0.0,0.0,0
8573,56.3,7,0,0,41,2,50,0.0,0.0,0.0,1.0,0.0,0
8574,355.27,6,0,0,70,4,32,0.0,1.0,0.0,0.0,0.0,0
8575,13.04,14,0,0,77,3,36,0.0,1.0,0.0,0.0,0.0,0
8576,203.76,10,0,0,75,1,57,0.0,0.0,0.0,0.0,1.0,0
8577,34.15,17,0,0,42,2,59,0.0,0.0,0.0,0.0,1.0,0
8578,76.03,13,0,0,44,0,64,0.0,0.0,0.0,0.0,1.0,0
8579,11.43,8,0,0,29,4,44,1.0,0.0,0.0,0.0,0.0,0
8580,56.64,4,0,0,86,0,36,0.0,0.0,1.0,0.0,0.0,0
8581,263.31,22,0,0,36,1,58,0.0,0.0,0.0,1.0,0.0,0
8582,389.33,3,0,0,54,1,25,0.0,0.0,0.0,0.0,1.0,0
8583,45.08,11,0,0,40,4,44,0.0,0.0,0.0,1.0,0.0,0
8584,112.1,0,0,0,26,2,44,0.0,0.0,0.0,0.0,1.0,0
8585,114.39,23,0,0,27,2,54,0.0,1.0,0.0,0.0,0.0,0
8586,372.26,12,0,0,32,3,62,0.0,0.0,0.0,1.0,0.0,0
8587,258.99,0,0,0,61,2,28,1.0,0.0,0.0,0.0,0.0,0
8588,129.54,2,0,0,77,2,28,0.0,0.0,0.0,0.0,1.0,0
8589,199.97,21,0,1,79,3,63,0.0,0.0,1.0,0.0,0.0,0
8590,338.34,7,0,0,73,4,18,0.0,1.0,0.0,0.0,0.0,0
8591,1.73,23,0,0,83,2,67,0.0,0.0,0.0,0.0,1.0,0
8592,92.82,17,0,0,84,0,62,0.0,0.0,0.0,1.0,0.0,0
8593,428.0,15,0,0,70,1,68,0.0,0.0,0.0,0.0,1.0,0
8594,242.69,19,0,0,87,0,21,0.0,1.0,0.0,0.0,0.0,0
8595,140.89,19,0,0,56,1,18,0.0,0.0,1.0,0.0,0.0,0
8596,135.77,15,0,0,90,3,65,0.0,0.0,1.0,0.0,0.0,0
8597,76.92,1,0,0,28,1,53,0.0,0.0,1.0,0.0,0.0,0
8598,132.31,16,0,1,53,1,24,0.0,1.0,0.0,0.0,0.0,0
8599,191.76,9,0,0,73,3,59,0.0,0.0,0.0,0.0,1.0,0
8600,97.54,6,0,0,47,1,51,0.0,1.0,0.0,0.0,0.0,0
8601,225.41,9,0,0,27,2,55,0.0,1.0,0.0,0.0,0.0,0
8602,355.49,18,0,0,78,3,26,0.0,0.0,0.0,0.0,1.0,0
8603,30.25,19,1,0,45,4,24,1.0,0.0,0.0,0.0,0.0,0
8604,108.12,8,0,0,68,0,56,0.0,0.0,1.0,0.0,0.0,0
8605,94.37,21,0,0,44,0,36,0.0,0.0,0.0,1.0,0.0,0
8606,209.35,16,0,0,81,2,56,0.0,0.0,0.0,1.0,0.0,0
8607,51.75,8,1,0,93,1,33,0.0,0.0,0.0,0.0,1.0,0
8608,184.02,8,0,0,95,6,35,0.0,0.0,0.0,1.0,0.0,0
8609,377.92,4,0,0,76,3,24,1.0,0.0,0.0,0.0,0.0,0
8610,97.47,23,0,0,41,3,42,0.0,1.0,0.0,0.0,0.0,0
8611,435.47,6,0,0,90,4,48,0.0,0.0,1.0,0.0,0.0,0
8612,897.39,10,0,0,36,4,65,0.0,0.0,0.0,1.0,0.0,0
8613,20.19,7,0,0,82,2,40,0.0,0.0,0.0,1.0,0.0,0
8614,47.76,13,0,0,29,6,66,0.0,0.0,0.0,0.0,1.0,0
8615,540.6,1,0,0,96,1,40,0.0,0.0,0.0,0.0,1.0,0
8616,572.03,9,0,0,80,2,50,0.0,1.0,0.0,0.0,0.0,0
8617,18.51,20,0,0,70,3,61,0.0,0.0,1.0,0.0,0.0,0
8618,2.72,23,0,0,96,0,51,0.0,0.0,0.0,1.0,0.0,0
8619,31.62,15,0,0,42,1,26,0.0,1.0,0.0,0.0,0.0,0
8620,994.44,15,0,0,68,0,36,0.0,0.0,1.0,0.0,0.0,0
8621,35.72,18,0,0,67,2,50,0.0,1.0,0.0,0.0,0.0,0
8622,125.69,10,0,0,46,3,49,0.0,0.0,0.0,1.0,0.0,0
8623,339.59,5,0,0,84,3,29,0.0,0.0,0.0,0.0,1.0,0
8624,3.71,5,0,0,87,2,31,0.0,0.0,0.0,0.0,1.0,0
8625,166.96,6,0,0,48,0,30,0.0,0.0,0.0,0.0,1.0,0
8626,58.39,15,0,0,89,1,27,1.0,0.0,0.0,0.0,0.0,0
8627,356.93,12,1,0,53,3,50,0.0,1.0,0.0,0.0,0.0,0
8628,60.0,2,1,0,25,2,45,0.0,0.0,0.0,1.0,0.0,1
8629,208.94,23,0,0,25,5,38,0.0,1.0,0.0,0.0,0.0,0
8630,201.88,23,0,0,97,0,38,0.0,0.0,0.0,0.0,1.0,0
8631,45.07,8,0,0,45,3,46,0.0,1.0,0.0,0.0,0.0,0
8632,6.38,23,0,0,52,1,58,0.0,0.0,1.0,0.0,0.0,0
8633,94.75,2,0,0,42,1,49,0.0,1.0,0.0,0.0,0.0,0
8634,61.44,5,0,0,76,3,32,1.0,0.0,0.0,0.0,0.0,0
8635,297.97,16,0,0,90,0,65,1.0,0.0,0.0,0.0,0.0,0
8636,290.03,2,0,0,86,1,39,0.0,0.0,0.0,0.0,1.0,0
8637,109.92,1,0,0,43,0,42,0.0,0.0,0.0,1.0,0.0,0
8638,167.89,11,0,0,26,5,61,0.0,0.0,1.0,0.0,0.0,0
8639,166.86,23,0,1,94,0,35,0.0,0.0,0.0,1.0,0.0,0
8640,315.97,5,0,0,79,2,53,0.0,0.0,0.0,1.0,0.0,0
8641,99.61,9,1,0,81,2,32,0.0,0.0,1.0,0.0,0.0,0
8642,58.0,10,0,0,35,0,33,1.0,0.0,0.0,0.0,0.0,0
8643,55.43,15,0,1,40,3,30,0.0,0.0,0.0,0.0,1.0,0
8644,138.29,15,1,1,86,3,68,0.0,1.0,0.0,0.0,0.0,0
8645,107.33,23,0,0,51,0,43,1.0,0.0,0.0,0.0,0.0,0
8646,104.41,17,0,0,46,1,61,0.0,0.0,0.0,0.0,1.0,0
8647,17.2,21,0,0,27,1,27,1.0,0.0,0.0,0.0,0.0,0
8648,228.24,22,0,0,27,1,20,0.0,0.0,1.0,0.0,0.0,0
8649,43.28,23,0,0,45,4,62,0.0,0.0,0.0,1.0,0.0,0
8650,39.48,8,0,0,67,2,61,0.0,0.0,1.0,0.0,0.0,0
8651,95.82,20,0,0,94,1,27,0.0,1.0,0.0,0.0,0.0,0
8652,46.53,18,1,0,61,3,43,0.0,0.0,1.0,0.0,0.0,0
8653,157.81,1,0,0,80,2,64,0.0,0.0,0.0,1.0,0.0,0
8654,83.58,23,1,0,63,4,34,1.0,0.0,0.0,0.0,0.0,0
8655,107.25,0,0,0,44,3,22,0.0,0.0,0.0,0.0,1.0,0
8656,138.67,15,1,0,89,1,53,0.0,1.0,0.0,0.0,0.0,0
8657,40.96,21,0,0,59,2,62,1.0,0.0,0.0,0.0,0.0,0
8658,30.48,17,0,1,67,1,63,0.0,0.0,0.0,0.0,1.0,0
8659,382.28,2,0,0,45,3,33,0.0,0.0,0.0,1.0,0.0,0
8660,102.36,23,0,1,34,2,39,0.0,0.0,1.0,0.0,0.0,0
8661,95.61,0,0,0,69,2,20,1.0,0.0,0.0,0.0,0.0,0
8662,6.53,5,0,0,27,0,24,0.0,0.0,0.0,0.0,1.0,0
8663,124.04,18,0,1,67,3,38,0.0,0.0,0.0,0.0,1.0,0
8664,145.41,21,0,0,76,1,65,0.0,0.0,1.0,0.0,0.0,0
8665,147.3,18,0,1,65,6,42,1.0,0.0,0.0,0.0,0.0,0
8666,220.98,10,0,0,65,1,54,1.0,0.0,0.0,0.0,0.0,0
8667,35.17,7,0,0,33,1,28,0.0,0.0,0.0,1.0,0.0,0
8668,52.32,4,0,0,70,2,24,1.0,0.0,0.0,0.0,0.0,0
8669,299.62,19,0,0,40,1,39,0.0,0.0,1.0,0.0,0.0,0
8670,529.32,8,0,0,71,0,29,1.0,0.0,0.0,0.0,0.0,0
8671,26.3,14,0,0,52,3,27,0.0,0.0,0.0,1.0,0.0,0
8672,123.92,20,0,0,52,0,63,0.0,0.0,0.0,0.0,1.0,0
8673,43.38,13,0,1,99,1,36,1.0,0.0,0.0,0.0,0.0,0
8674,11.15,3,0,0,35,4,59,0.0,0.0,1.0,0.0,0.0,0
8675,70.88,23,0,0,53,0,33,1.0,0.0,0.0,0.0,0.0,0
8676,27.92,23,0,0,80,2,21,0.0,1.0,0.0,0.0,0.0,0
8677,222.78,7,0,0,96,3,23,0.0,0.0,0.0,1.0,0.0,0
8678,137.34,19,0,0,81,3,23,0.0,0.0,0.0,0.0,1.0,0
8679,27.95,16,0,0,77,4,68,0.0,1.0,0.0,0.0,0.0,0
8680,1.67,1,0,0,98,3,35,0.0,0.0,1.0,0.0,0.0,0
8681,297.19,19,0,0,83,1,52,1.0,0.0,0.0,0.0,0.0,0
8682,34.89,15,0,0,59,2,57,0.0,0.0,0.0,1.0,0.0,0
8683,167.75,9,0,0,76,2,66,1.0,0.0,0.0,0.0,0.0,0
8684,73.96,1,0,0,60,1,44,1.0,0.0,0.0,0.0,0.0,0
8685,158.52,10,0,0,82,4,20,1.0,0.0,0.0,0.0,0.0,0
8686,68.27,9,0,0,26,1,23,1.0,0.0,0.0,0.0,0.0,0
8687,16.37,18,0,0,52,3,46,0.0,0.0,0.0,1.0,0.0,0
8688,45.41,13,0,0,94,3,62,0.0,1.0,0.0,0.0,0.0,0
8689,37.5,10,0,0,87,2,45,0.0,0.0,1.0,0.0,0.0,0
8690,100.56,8,0,0,76,2,45,0.0,1.0,0.0,0.0,0.0,0
8691,193.28,6,0,0,84,5,43,0.0,0.0,0.0,1.0,0.0,0
8692,55.13,14,0,0,60,2,37,0.0,0.0,1.0,0.0,0.0,0
8693,2.19,19,0,1,86,2,33,0.0,0.0,0.0,0.0,1.0,0
8694,131.72,16,0,0,67,3,41,0.0,1.0,0.0,0.0,0.0,0
8695,167.54,2,0,0,63,1,30,0.0,0.0,0.0,1.0,0.0,0
8696,592.8,14,1,0,29,2,49,0.0,0.0,0.0,1.0,0.0,0
8697,160.26,13,0,0,99,3,60,0.0,0.0,0.0,1.0,0.0,0
8698,114.68,7,0,0,74,2,25,0.0,0.0,1.0,0.0,0.0,0
8699,153.34,3,0,0,40,2,53,1.0,0.0,0.0,0.0,0.0,0
8700,473.35,9,0,0,76,0,69,0.0,0.0,0.0,0.0,1.0,0
8701,317.24,1,1,0,93,2,28,0.0,0.0,1.0,0.0,0.0,0
8702,70.21,13,0,0,95,3,30,0.0,0.0,1.0,0.0,0.0,0
8703,48.75,7,0,0,27,1,63,0.0,1.0,0.0,0.0,0.0,0
8704,54.84,22,1,0,34,0,68,0.0,0.0,0.0,0.0,1.0,0
8705,126.37,9,0,0,75,0,46,0.0,0.0,0.0,1.0,0.0,0
8706,245.3,17,0,0,93,1,46,0.0,0.0,1.0,0.0,0.0,0
8707,125.93,14,1,0,56,1,51,0.0,0.0,0.0,0.0,1.0,0
8708,12.64,4,0,0,29,2,36,0.0,1.0,0.0,0.0,0.0,0
8709,231.45,21,0,0,67,3,33,1.0,0.0,0.0,0.0,0.0,0
8710,295.15,12,0,0,36,1,59,0.0,0.0,0.0,0.0,1.0,0
8711,61.52,17,0,0,55,1,48,0.0,0.0,0.0,1.0,0.0,0
8712,196.38,1,0,0,46,2,60,0.0,0.0,1.0,0.0,0.0,0
8713,100.11,12,0,0,83,0,66,1.0,0.0,0.0,0.0,0.0,0
8714,395.87,13,0,0,76,4,44,0.0,1.0,0.0,0.0,0.0,0
8715,335.84,9,0,0,71,2,68,0.0,0.0,0.0,1.0,0.0,0
8716,134.16,3,0,0,73,1,66,1.0,0.0,0.0,0.0,0.0,0
8717,211.69,14,0,1,80,0,31,0.0,1.0,0.0,0.0,0.0,0
8718,386.74,7,0,0,55,1,46,0.0,0.0,0.0,1.0,0.0,0
8719,123.23,14,0,0,83,0,40,0.0,0.0,1.0,0.0,0.0,0
8720,67.64,13,0,1,94,1,64,0.0,1.0,0.0,0.0,0.0,0
8721,252.19,20,0,1,67,2,45,1.0,0.0,0.0,0.0,0.0,0
8722,44.74,8,0,0,98,2,55,0.0,0.0,0.0,1.0,0.0,0
8723,88.54,19,1,0,29,2,27,0.0,0.0,0.0,0.0,1.0,0
8724,361.42,2,0,0,28,5,43,0.0,0.0,0.0,1.0,0.0,1
8725,232.0,14,0,0,39,1,40,1.0,0.0,0.0,0.0,0.0,0
8726,93.1,23,0,0,26,1,56,1.0,0.0,0.0,0.0,0.0,0
8727,43.51,16,0,0,73,3,35,0.0,0.0,0.0,0.0,1.0,0
8728,79.2,15,0,0,80,2,21,1.0,0.0,0.0,0.0,0.0,0
8729,60.16,3,0,0,32,0,65,0.0,0.0,0.0,1.0,0.0,0
8730,34.86,10,0,0,40,1,28,0.0,1.0,0.0,0.0,0.0,0
8731,244.8,7,0,1,88,6,60,0.0,0.0,0.0,1.0,0.0,0
8732,52.28,2,0,0,48,2,57,1.0,0.0,0.0,0.0,0.0,0
8733,108.98,18,0,0,79,2,57,0.0,0.0,0.0,0.0,1.0,0
8734,87.76,13,0,0,78,2,30,0.0,0.0,0.0,0.0,1.0,0
8735,723.9,8,0,0,93,2,42,0.0,0.0,1.0,0.0,0.0,0
8736,89.3,2,0,0,84,1,24,0.0,0.0,0.0,0.0,1.0,0
8737,15.01,3,0,0,55,0,47,0.0,0.0,0.0,0.0,1.0,0
8738,16.94,3,0,0,44,2,60,1.0,0.0,0.0,0.0,0.0,0
8739,160.82,10,0,0,78,3,23,0.0,1.0,0.0,0.0,0.0,0
8740,164.65,18,0,0,33,2,58,0.0,1.0,0.0,0.0,0.0,0
8741,97.67,15,0,0,58,0,49,1.0,0.0,0.0,0.0,0.0,0
8742,101.76,22,0,0,89,1,54,0.0,0.0,0.0,0.0,1.0,0
8743,9.98,21,0,0,40,1,38,0.0,0.0,0.0,1.0,0.0,0
8744,130.82,16,0,0,94,1,46,0.0,1.0,0.0,0.0,0.0,0
8745,126.48,9,0,0,30,5,68,1.0,0.0,0.0,0.0,0.0,0
8746,29.16,23,0,0,59,1,42,0.0,0.0,0.0,1.0,0.0,0
8747,19.73,16,0,0,27,3,67,0.0,0.0,0.0,0.0,1.0,0
8748,23.74,15,0,0,45,7,27,1.0,0.0,0.0,0.0,0.0,0
8749,19.17,19,0,0,31,6,36,0.0,1.0,0.0,0.0,0.0,0
8750,169.35,21,0,0,54,4,21,0.0,0.0,0.0,1.0,0.0,0
8751,39.38,5,0,0,46,2,46,0.0,0.0,0.0,1.0,0.0,0
8752,52.13,6,0,0,38,3,34,0.0,1.0,0.0,0.0,0.0,0
8753,34.32,13,0,1,79,4,51,0.0,0.0,0.0,1.0,0.0,0
8754,569.91,10,0,0,91,1,22,0.0,1.0,0.0,0.0,0.0,0
8755,347.11,11,0,0,29,3,23,1.0,0.0,0.0,0.0,0.0,0
8756,47.16,13,0,0,93,1,55,0.0,0.0,1.0,0.0,0.0,0
8757,71.43,4,0,0,83,1,52,0.0,0.0,0.0,0.0,1.0,0
8758,42.41,4,0,0,33,0,21,1.0,0.0,0.0,0.0,0.0,0
